level1,level2,level3,function.,pge01b,pge02b,pge03b,pge04b,pge05b,pge06b,pge07b,pge08b,pge09b,pge10b,pge01c,pge02c,pge03c,pge04c,pge05c,pge06c,pge07c,pge08c,pge09c,pge10c,pgw01b,pgw02b,pgw03b,pgw04b,pgw05b,pgw06b,pgw07b,pgw08b,pgw09b,pgw10b,pgw01c,pgw02c,pgw03c,pgw04c,pgw05c,pgw06c,pgw07c,pgw08c,pgw09c,pgw10c
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Legionaminic_Acid_Biosynthesis,Legionaminic acid synthase (EC 2.5.1.56),1,2,0,1,1,0,3,3,0,0,1,1,1,2,2,2,0,2,3,0,2,2,1,5,0,0,0,1,1,0,0,0,3,0,2,1,0,2,0,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Legionaminic_Acid_Biosynthesis,UDP-Bac2Ac4Ac hydrolyzing 2-epimerase NeuC homolog,1,1,0,1,0,1,2,0,1,0,3,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,0,1,2,2,1,1,1,0,0,2,0,0,3
Cell Wall and Capsule,Capsular and extracellular polysacchrides,O-Methyl_Phosphoramidate_Capsule_Modification_in_Campylobacter,Putative sugar nucleotidyltransferase,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,O-Methyl_Phosphoramidate_Capsule_Modification_in_Campylobacter,Pyruvate phosphate dikinase,1,1,1,0,3,2,2,1,2,0,5,0,3,1,1,0,0,0,1,1,2,0,1,2,0,1,1,2,2,0,1,0,1,0,0,1,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Phosphorylcholine_incorporation_in_LPS,Cholinephosphate cytidylyltransferase (EC 2.7.7.15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Phosphorylcholine_incorporation_in_LPS,Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Pseudaminic_Acid_Biosynthesis,"C4 aminotransferase specific for PseB product (PseC, second step of pseudaminic acid biosynthesis)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Pseudaminic_Acid_Biosynthesis,"Pseudaminic acid biosynthesis protein PseA, possible Pse5Ac7Ac acetamidino synthase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Pseudaminic_Acid_Biosynthesis,Pseudaminic acid cytidylyltransferase (EC 2.7.7.43),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,1,1,0,0,1,0,1,0,0,1,0,1,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Pseudaminic_Acid_Biosynthesis,Pseudaminic acid synthase (EC 4.1.3.-),3,0,1,4,0,1,1,0,1,0,0,1,0,2,2,0,0,0,1,0,0,3,2,2,0,3,6,2,0,0,1,3,0,2,2,6,0,1,0,2
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Pseudaminic_Acid_Biosynthesis,"UDP-GlcNAc-specific C4,6 dehydratase/C5 epimerase (PseB, first step of pseudaminic acid biosynthesis)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,"Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)",6,5,3,4,4,7,4,10,2,1,11,0,7,7,7,5,5,3,3,4,11,5,5,0,2,8,2,2,3,5,3,3,1,5,4,4,6,4,5,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,"Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)",0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,"Alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)",0,0,0,0,0,2,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,capsular polysaccharide biosynthesis protein,8,7,6,4,4,11,6,6,9,9,8,9,3,11,8,7,5,3,8,8,10,9,5,8,8,7,7,8,7,3,7,5,4,8,9,5,4,3,4,8
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,Capsular polysaccharide biosynthesis/export periplasmic protein WcbA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,1,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,0,43,23,42,46,35,51,22,43,31,43,35
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),46,31,62,43,46,53,50,56,60,59,47,50,52,70,58,52,51,33,55,37,48,58,36,40,32,34,0,0,55,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39),2,4,2,2,1,2,0,1,0,2,1,0,0,5,0,2,0,1,0,1,2,1,1,0,2,0,2,2,0,0,2,0,1,0,0,2,2,1,0,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,Heteropolysaccharide repeat unit export protein,0,0,2,0,0,0,0,1,0,4,0,2,1,0,0,1,3,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Rhamnose_containing_glycans,Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40),6,5,5,2,3,2,1,2,6,3,2,3,7,2,5,2,2,3,2,4,6,5,4,1,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap5B,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap5F,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap5G,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap5H,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap5L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap8D,0,1,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,2,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap8M,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap8O,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap8J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular polysaccharide synthesis enzyme Cap8P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,"ABC transporter, predicted N-acetylneuraminate transport system permease protein 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157),18,21,15,14,21,20,17,24,16,26,15,14,8,18,9,18,16,15,15,13,25,25,33,19,10,12,17,13,16,9,20,25,21,21,15,19,14,14,11,14
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,Glucosamine-6-phosphate deaminase (EC 3.5.99.6),13,15,16,25,10,11,15,14,18,8,16,9,17,16,27,21,27,9,19,13,16,25,12,16,12,9,11,13,18,13,22,18,10,7,17,22,21,14,11,10
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),12,20,13,12,18,14,11,21,13,10,8,18,20,20,4,10,20,19,7,16,19,14,20,13,22,23,11,16,31,12,8,20,18,18,10,18,11,6,14,12
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,N-acetylmannosamine kinase (EC 2.7.1.60),1,0,0,3,3,2,1,0,1,2,1,0,0,1,1,1,0,0,0,1,0,3,1,1,0,0,2,0,2,1,2,0,0,0,0,1,0,0,3,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9),0,1,0,0,0,1,0,0,0,2,1,0,0,2,1,0,0,1,0,0,4,1,2,0,1,3,0,0,1,0,0,0,0,2,0,0,2,3,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43),1,2,2,5,1,3,1,3,2,1,3,2,2,2,0,0,3,3,9,2,1,2,3,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,N-acetylneuraminate lyase (EC 4.1.3.3),0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,1,0,1,1,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,N-acetylneuraminate mutarotase,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,N-acetylneuraminate synthase (EC 2.5.1.56),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,3,5,6,4,5,10,6,15,2,8
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,N-acylglucosamine 2-epimerase (EC 5.1.3.8),6,5,2,1,3,6,2,1,2,0,2,0,1,0,4,5,0,2,1,1,1,3,3,1,3,4,7,4,2,2,1,3,0,5,1,3,4,1,2,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,Phosphoglucosamine mutase (EC 5.4.2.10),36,38,37,38,52,57,48,35,39,36,26,59,39,63,42,46,43,52,36,40,59,45,42,40,41,52,33,44,50,38,44,35,76,54,40,39,36,47,20,47
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,Predicted sialic acid transporter,4,4,5,3,4,5,1,2,7,4,2,6,9,3,2,3,4,4,5,5,2,4,6,3,5,2,1,5,5,3,8,1,4,3,5,4,6,4,4,5
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,"PTS system, mannose-specific IIB component (EC 2.7.1.69)",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,"PTS system, mannose-specific IID component (EC 2.7.1.69)",2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,"PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)",1,2,1,1,2,1,0,1,0,2,0,3,0,5,3,2,2,7,3,1,1,3,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,Sialic acid transporter (permease) NanT,4,6,4,8,5,8,7,7,13,11,7,6,9,7,8,7,9,3,10,6,4,4,5,4,10,11,4,5,8,10,8,3,3,10,13,8,5,3,3,9
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,"Sialic acid utilization regulator, RpiR family",1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,"Sialic acid-induced transmembrane protein YjhT(NanM), possible mutarotase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,Transcriptional regulator NanR,1,0,0,3,2,0,1,0,1,1,0,0,2,2,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,2,1,0,0,2,0,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,"TRAP-type transport system, large permease component, predicted N-acetylneuraminate transporter",2,2,2,4,7,4,6,1,1,2,4,6,0,5,4,2,2,1,1,3,2,0,2,2,0,1,5,5,1,1,4,4,3,5,2,6,0,4,0,2
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,"TRAP-type transport system, periplasmic component, predicted N-acetylneuraminate-binding protein",5,4,4,0,8,5,3,1,3,6,0,0,2,2,4,1,7,3,4,1,5,5,7,4,1,5,6,3,5,4,3,4,1,4,3,4,1,2,6,7
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,"TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter",5,4,2,4,7,4,1,3,4,3,3,6,3,9,4,3,5,3,4,9,2,6,4,2,6,8,1,5,7,6,3,3,6,6,5,5,5,0,8,3
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14),33,29,34,48,30,29,34,34,36,29,46,39,38,36,53,33,43,38,46,29,54,34,29,41,32,19,0,0,36,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Sialic_Acid_Metabolism,Putative sugar isomerase involved in processing of exogenous sialic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Streptococcal_Hyaluronic_Acid_Capsule,Hyaluronan synthase (EC 2.4.1.212),0,1,2,0,2,1,2,1,3,1,1,1,0,1,1,1,1,0,2,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,"CapK protein, putative",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,"Capsular polysaccharide synthesis enzyme CpsA, sugar transferase",3,2,2,1,0,1,1,0,2,0,1,1,0,2,0,0,1,0,0,0,3,1,1,0,0,2,0,0,1,1,1,1,1,0,1,0,0,0,1,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,"Capsular polysaccharide synthesis enzyme CpsC, polysaccharide export",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,"Capsular polysaccharide synthesis enzyme CpsD, exopolysaccharide synthesis",3,2,0,1,2,2,3,4,1,1,2,2,1,1,1,0,1,0,3,0,2,2,1,0,3,3,0,2,3,3,3,3,2,2,1,1,6,5,1,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,Hypothetical protein VpsJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,"polysaccharide biosynthesis protein, putative",1,1,0,0,1,0,0,3,0,0,1,4,2,2,1,0,0,1,1,0,0,0,0,0,1,2,0,2,1,0,0,0,1,0,3,1,0,0,0,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,"polysaccharide export protein, putative",1,2,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,2,4,0,1,0,1,2,0,2,0,1,0,0,0,0,1,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,Transcriptional regulator CdgA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,Transcriptional regulator VpsT,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,UDP-N-acetyl-D-mannosaminuronate dehydrogenase,5,0,7,4,2,1,3,1,2,2,5,0,1,2,0,2,1,1,0,1,2,1,0,3,1,0,4,4,6,2,4,3,0,3,5,4,2,2,4,3
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Vibrio_Polysaccharide_(VPS)_Biosynthesis,Transcriptional regulator VpsR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,"Outer membrane protein GumB, involved in the export of xanthan",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis acetyltransferase GumF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis acetyltransferase GumG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis chain length determinant protein GumC,2,0,1,2,0,0,0,3,0,2,0,1,5,4,1,4,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,4,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis glucuronosyltransferase GumK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis glycosyltransferase GumD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis glycosyltransferase GumH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis glycosyltransferase GumI,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis oligosaccharidyl-lipid flippase GumJ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis glycosyltransferase GumM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Xanthan_Exopolysaccharide_Biosynthesis_and_Export,Xanthan biosynthesis pyruvyltransferase GumL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,YjbEFGH_Locus_Involved_in_Exopolysaccharide_Production,YjbH outer membrane lipoprotein,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cell Wall and Capsule,Capsular and extracellular polysacchrides,Polysaccharide_deacetylases,Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,3,1,2,0,1,1
Cell Wall and Capsule,Cell wall of Mycobacteria,mycolic_acid_synthesis,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE III FABH (BETA-KETOACYL-ACP SYNTHASE III) (KAS III),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0
Cell Wall and Capsule,Cell wall of Mycobacteria,mycolic_acid_synthesis,acyl-CoA synthetase,27,28,22,30,25,17,23,26,20,21,18,25,17,30,22,11,23,14,21,12,21,30,12,8,21,21,22,21,27,19,30,23,24,35,27,15,18,24,20,16
