level1,level2,level3,funct,pgeb.1,pgeb.2,pgeb.3,pgeb.4,pgec.1,pgec.2,pgec.3,pgec.4,pgwb.1,pgwb.2,pgwb.3,pgwb.4,pgwc.1,pgwc.2,pgwc.3,pgwc.4,rcb.1,rcb.2,rcb.3,rcb.4,rcc.1,rcc.2,rcc.3,rcc.4
Clustering-based subsystems,NULL,Putative_hemin_transporter,Putative hemin-binding lipoprotein,0,0,8.66E-06,0,0,0,2.96E-05,2.93E-05,0,1.50E-05,0,2.21E-05,0,3.38E-05,1.13E-05,0.00016592,2.52E-05,1.00E-05,1.56E-05,0,2.61E-05,1.34E-05,0,1.57E-05
Clustering-based subsystems,NULL,Putative_hemin_transporter,Putative hemine transporter ATP-binding subunit,0,0,0,0,0,0,0,9.75E-06,0,0,0,0,0,1.69E-05,1.13E-05,0,0,0,0,1.28E-05,0,0,0,0
Clustering-based subsystems,Hypothetical lipase related to Phosphatidate metabolism,CBSS-316407.3.peg.1371,Putative lipase in cluster with Phosphatidate cytidylyltransferase,7.92E-05,5.19E-05,8.66E-06,0,8.10E-05,3.70E-05,4.45E-05,9.75E-06,0,0,4.69E-05,8.84E-05,0,0,2.26E-05,0,8.39E-06,0,7.82E-06,1.28E-05,4.36E-05,5.36E-05,4.99E-05,2.36E-05
Clustering-based subsystems,"Lysine, threonine, methionine, and cysteine",YeiH,Putative membrane protein YeiH,7.92E-05,1.30E-05,7.80E-05,2.94E-05,6.08E-05,3.70E-05,7.41E-05,1.95E-05,0.000113029,3.00E-05,1.56E-05,8.84E-05,1.87E-05,0.000118299,4.52E-05,4.15E-05,8.39E-05,0.000139951,7.04E-05,0.000102597,6.10E-05,8.04E-05,9.99E-06,3.15E-05
Clustering-based subsystems,NULL,Putative_sulfate_assimilation_cluster,Putative reductase (alkanesulfonate metabolism),0.000105636,7.79E-05,4.33E-05,5.88E-05,0.000101295,7.39E-05,2.96E-05,3.90E-05,2.83E-05,5.99E-05,7.81E-05,6.63E-05,0,0,1.13E-05,8.30E-05,2.52E-05,0,1.56E-05,3.85E-05,0,8.04E-05,9.99E-06,7.08E-05
Clustering-based subsystems,Probably Ybbk-related hypothetical membrane proteins,CBSS-316057.3.peg.659,Putative stomatin/prohibitin-family membrane protease subunit YbbK,0.000607405,0.000519231,0.000554415,0.000823481,0.000344401,0.000480591,0.00063715,0.000360803,0.000593405,0.000464593,0.000577917,0.000375691,0.000429024,0.000354898,0.000485651,0.00045628,0.000662957,0.000349878,0.000523863,0.00050016,0.000383432,0.000549267,0.000469334,0.000535075
Clustering-based subsystems,Carbohydrates,Putative_sugar_ABC_transporter_(ytf_cluster),"Putative sugar ABC transport system, ATP-binding protein YtfR (EC 3.6.3.17)",0,2.60E-05,4.33E-05,2.94E-05,2.03E-05,7.39E-05,4.45E-05,2.93E-05,8.48E-05,1.50E-05,4.69E-05,2.21E-05,5.60E-05,1.69E-05,0,0,8.39E-06,2.00E-05,4.69E-05,1.28E-05,0,1.34E-05,3.00E-05,5.51E-05
Clustering-based subsystems,Carbohydrates,Putative_sugar_ABC_transporter_(ytf_cluster),"Putative sugar ABC transport system, periplasmic binding protein YtfQ precursor",0,0,0,0,0,0,0,9.75E-06,0,0,0,0,1.87E-05,1.69E-05,0,0,8.39E-06,0,1.56E-05,1.28E-05,0,1.34E-05,0,1.57E-05
Clustering-based subsystems,Carbohydrates,Putative_sugar_ABC_transporter_(ytf_cluster),"Putative sugar ABC transport system, permease protein YjfF",2.64E-05,3.89E-05,2.60E-05,0,4.05E-05,0,0,1.95E-05,2.83E-05,0,1.56E-05,4.42E-05,1.87E-05,3.38E-05,1.13E-05,8.30E-05,2.52E-05,2.00E-05,0,0,8.71E-06,6.70E-05,2.00E-05,3.15E-05
Clustering-based subsystems,Carbohydrates,Cluster_Ytf_and_putative_sugar_transporter,"Putative sugar ABC transport system, permease protein YtfT",0,0,2.60E-05,0,0,0,1.48E-05,9.75E-06,8.48E-05,3.00E-05,0,0,1.87E-05,5.07E-05,1.13E-05,0,0,1.00E-05,1.56E-05,0,1.74E-05,0,9.99E-06,7.87E-06
Clustering-based subsystems,Carbohydrates,Cluster_Ytf_and_putative_sugar_transporter,Putative sugar transporter,2.64E-05,1.30E-05,2.60E-05,2.94E-05,2.03E-05,0,1.48E-05,2.93E-05,5.65E-05,1.50E-05,3.12E-05,0,0,1.69E-05,2.26E-05,0,3.36E-05,1.00E-05,7.82E-06,0,2.61E-05,0,3.99E-05,2.36E-05
Clustering-based subsystems,Oxidative stress,CoA-disulfide_reductase_(EC_1.8.1.14)_containing_cluster,Putative sulfide reductase,0,0,0,5.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clustering-based subsystems,Tricarboxylate transporter,CBSS-49338.1.peg.459,Putative tricarboxylic transport TctC,2.64E-05,0,0,0,2.03E-05,0,0,2.93E-05,5.65E-05,3.00E-05,3.12E-05,2.21E-05,0,1.69E-05,2.26E-05,0,0,0,1.56E-05,0,4.36E-05,0,0,3.15E-05
Clustering-based subsystems,Molybdopterin oxidoreductase,CBSS-269799.3.peg.2220,Putative uncharacterized protein TTHA1760,7.92E-05,0,3.47E-05,5.88E-05,2.03E-05,7.39E-05,7.41E-05,8.78E-05,8.48E-05,5.99E-05,7.81E-05,4.42E-05,1.87E-05,0.000118299,0.000101648,0.00016592,8.39E-06,4.00E-05,6.26E-05,1.28E-05,8.71E-05,9.38E-05,6.99E-05,4.72E-05
Clustering-based subsystems,"Putrescine/GABA utilization cluster-temporal,to add to SSs",GABA_and_putrescine_metabolism_from_cluters,Putrescine importer,0,0,0,0,0,0,0,9.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clustering-based subsystems,"Putrescine/GABA utilization cluster-temporal,to add to SSs",GABA_and_putrescine_metabolism_from_cluters,Putrescine transport system permease protein PotH (TC 3.A.1.11.2),0.000264089,0.000246635,0.000207906,0.00014705,0.000101295,0.000147874,0.000266714,0.000165774,0.000310831,0.000119895,0.000234291,0.000176796,0.000167879,0.000287298,7.91E-05,8.30E-05,0.000184621,0.000279902,0.000172015,6.41E-05,0.000156859,0.000160761,0.000249646,0.000180981
Clustering-based subsystems,"Putrescine/GABA utilization cluster-temporal,to add to SSs",GABA_and_putrescine_metabolism_from_cluters,Putrescine utilization regulator,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,0,0,0,0,0,0,0,0,0
Clustering-based subsystems,NULL,EC49-61,RNA polymerase associated protein RapA (EC 3.6.1.-),7.92E-05,7.79E-05,8.66E-06,2.94E-05,0.000121553,7.39E-05,2.96E-05,2.93E-05,5.65E-05,0,1.56E-05,0,0,3.38E-05,0.000180707,0,2.52E-05,5.00E-05,3.13E-05,2.56E-05,2.61E-05,0,8.99E-05,3.93E-05
Clustering-based subsystems,NULL,CBSS-211586.1.peg.3133,RNA polymerase sigma factor RpoS,7.92E-05,2.60E-05,2.60E-05,2.94E-05,4.05E-05,0,8.89E-05,6.83E-05,2.83E-05,3.00E-05,6.25E-05,2.21E-05,1.87E-05,0,0,8.30E-05,7.55E-05,5.00E-05,3.91E-05,3.85E-05,6.97E-05,9.38E-05,3.00E-05,6.30E-05
Clustering-based subsystems,Putative asociate of RNA polymerase sigma-54 factor rpoN,CBSS-316057.3.peg.1308,RNA polymerase sigma-70 factor,0.00195426,0.002089905,0.002720098,0.001735192,0.001640972,0.0012939,0.001985538,0.002125813,0.002175817,0.001753466,0.00254596,0.002209945,0.002518187,0.002534983,0.001965191,0.00141032,0.002207061,0.002489129,0.00211109,0.002590574,0.002204735,0.002250653,0.002416568,0.002093087
Clustering-based subsystems,Putative asociate of RNA polymerase sigma-54 factor rpoN,CBSS-316057.3.peg.1308,"RNA polymerase sigma-70 factor, ECF family",0,1.30E-05,0,0,2.03E-05,0,4.45E-05,2.93E-05,5.65E-05,0,3.12E-05,0,0,0,0,0,8.39E-06,0,0,0,2.61E-05,1.34E-05,9.99E-06,7.87E-06
Clustering-based subsystems,Putative asociate of RNA polymerase sigma-54 factor rpoN,CBSS-316057.3.peg.1308,RNA polymerase sigma-E factor,7.92E-05,0.000103846,0.000121278,0.00020587,0.000101295,0.000147874,1.48E-05,0.000107266,2.83E-05,0.000179843,7.81E-05,0.000132597,5.60E-05,8.45E-05,7.91E-05,0.0002074,7.55E-05,1.00E-04,8.60E-05,8.98E-05,5.23E-05,6.70E-05,7.99E-05,0.000157375
Clustering-based subsystems,NULL,Nucleoside_Catabolism_cluster,RNA splicing protein,2.64E-05,0,0,0,0,0,0,0,0,0,0,2.21E-05,0,0,0,0,0,0,0,0,0,0,0,1.57E-05
Clustering-based subsystems,Two related proteases,CBSS-257314.1.peg.676,RecA protein,0.001161992,0.000817789,0.000874936,0.000823481,0.001093981,0.000628466,0.001052039,0.000887381,0.001017265,0.001139003,0.00076535,0.000883978,0.001119194,0.001199892,0.000971301,0.00095404,0.000847579,0.000729745,0.000867893,0.001179865,0.000871437,0.001018153,0.001028539,0.000763269
Clustering-based subsystems,Recombination related cluster,CBSS-198094.1.peg.4426,Recombination inhibitory protein MutS2,0.000316907,0.000259616,0.000155929,0.00026469,0.000445696,0.00025878,0.00011854,0.000185277,0.000169544,0.000344698,0.00024991,0.000220994,0.000130573,0.000219699,0.000406591,0.00029036,0.000218189,0.000139951,0.000195471,0.000436037,0.000165573,0.000174158,0.000199716,0.000243931
Clustering-based subsystems,recX and regulatory cluster,CBSS-261594.1.peg.788,Regulatory protein RecX,0,0.000103846,4.33E-05,5.88E-05,6.08E-05,3.70E-05,2.96E-05,9.75E-05,5.65E-05,3.00E-05,4.69E-05,0.000176796,7.46E-05,3.38E-05,6.78E-05,0,2.52E-05,5.00E-05,5.47E-05,3.85E-05,4.36E-05,2.68E-05,7.99E-05,4.72E-05
Clustering-based subsystems,NULL,PFGI-1-like_cluster_1,Replicative DNA helicase (EC 3.6.1.-) in PFGI-1-like cluster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,0,0,0,0,0,0,0
Clustering-based subsystems,NULL,USS-DB-2,"Response regulator, ompR family [USSDB2A]",0,0,0,0,0,0,0,0,0,0,1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Clustering-based subsystems,Clustering-based subsystems,CBSS-292415.3.peg.2341,Rhodanese-related sulfurtransferase,0.000184862,0.000181731,0.000389823,0.0002941,0.000202589,0.000369686,0.000237079,0.000165774,0.000197802,0.000164856,0.000187433,0.000220994,0.000149226,0.000304198,0.000192001,0.00016592,0.00026854,0.000369871,0.000265841,0.000487336,0.000296289,0.000348315,0.000249646,0.0002518
Clustering-based subsystems,NULL,CBSS-176280.1.peg.1561,Ribonuclease BN (EC 3.1.-.-),0.001294037,0.00099952,0.001160806,0.000852891,0.001276311,0.000998152,0.001348388,0.001267687,0.001554155,0.001213938,0.001296409,0.00119337,0.00132438,0.001368891,0.001231068,0.00078812,0.001351091,0.00139951,0.001196284,0.000910548,0.001141582,0.001125327,0.001308142,0.0008813
Clustering-based subsystems,DNA polymerase III epsilon cluster,CBSS-342610.3.peg.1536,Ribonuclease HI (EC 3.1.26.4),0.000448952,0.000220673,0.000303196,0.000529381,0.000303884,0.000443623,0.000237079,0.000117017,0.000254316,0.000164856,0.000296768,0.000198895,0.000149226,0.000287298,0.000338826,0.00053924,0.00013427,0.000169941,0.000304935,0.000141071,0.000165573,0.000174158,0.000159773,0.000133769
Clustering-based subsystems,Recombination related cluster,CBSS-198094.1.peg.4426,Ribonuclease HIII (EC 3.1.26.4),7.92E-05,5.19E-05,8.66E-06,5.88E-05,0.000101295,0,0,1.95E-05,2.83E-05,3.00E-05,1.56E-05,0,0,1.69E-05,0,0,8.39E-06,0,0,1.28E-05,1.74E-05,2.68E-05,9.99E-06,1.57E-05
Clustering-based subsystems,NULL,CBSS-269801.1.peg.1715,Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-),2.64E-05,0.000246635,0.000216568,8.82E-05,0.000344401,0,0.000281532,0.000165774,2.83E-05,0.00023979,0.000171813,0.000176796,0.000242492,6.76E-05,0.000180707,4.15E-05,0.000100702,0.00019993,0.000250203,0.000282142,0.000270145,0.000200951,0.000199716,0.000196719
Clustering-based subsystems,NULL,EC49-61,Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70),0,7.79E-05,8.66E-06,0,6.08E-05,0.000147874,1.48E-05,9.75E-06,0,4.50E-05,0,0.000132597,1.87E-05,1.69E-05,5.65E-05,0,5.04E-05,4.00E-05,2.35E-05,2.56E-05,3.49E-05,1.34E-05,9.99E-06,0.000133769
Clustering-based subsystems,NULL,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-),0.000132045,6.49E-05,0.000138604,0.00014705,0.000202589,0,0.000133357,0.000107266,8.48E-05,0.00019483,9.37E-05,2.21E-05,0.000149226,0.000118299,0.000225884,0.00024888,7.55E-05,0.000139951,0.000148558,0.000141071,0.000156859,8.04E-05,0.000109844,0.000133769
Clustering-based subsystems,NULL,Lipopolysaccharide_assembly_cluster,Ribosome hibernation protein YhbH,5.28E-05,1.30E-05,8.66E-06,0,0,3.70E-05,4.45E-05,9.75E-06,5.65E-05,7.49E-05,6.25E-05,2.21E-05,5.60E-05,3.38E-05,7.91E-05,0,1.68E-05,1.00E-05,7.82E-06,5.13E-05,2.61E-05,2.68E-05,2.00E-05,0
Clustering-based subsystems,NULL,Cell_division-ribosomal_stress_proteins_cluster,Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog),0.000105636,3.89E-05,5.20E-05,0,6.08E-05,3.70E-05,5.93E-05,2.93E-05,8.48E-05,3.00E-05,3.12E-05,4.42E-05,3.73E-05,0.000118299,0.000101648,0.00012444,2.52E-05,3.00E-05,8.60E-05,3.85E-05,7.84E-05,9.38E-05,0.000109844,7.08E-05
Clustering-based subsystems,NULL,CBSS-138119.3.peg.2719,Ribosome-binding factor A,0.000264089,0.000415385,0.00019058,0.00011764,0.000243107,0.000480591,0.000311166,0.000165774,0.000480375,0.000284751,0.000343627,0.000265193,0.000317105,0.000135199,0.000225884,0,0.000218189,0.000299895,0.000367486,0.000243668,0.000235288,0.000160761,0.000209702,0.000259669
Clustering-based subsystems,NULL,Bacterial_Cell_Division,Rod shape-determining protein MreC,7.92E-05,0.00016875,6.06E-05,0.00011764,0.000141812,7.39E-05,0.000133357,5.85E-05,5.65E-05,0.000149869,9.37E-05,0.000110497,9.33E-05,0.000101399,0.000112942,0.0002074,6.71E-05,4.00E-05,0.000109464,5.13E-05,0.000122001,4.02E-05,9.99E-05,0.000102294
Clustering-based subsystems,NULL,Bacterial_Cell_Division,Rod shape-determining protein MreD,5.28E-05,3.89E-05,6.06E-05,2.94E-05,4.05E-05,0.000110906,1.48E-05,2.93E-05,5.65E-05,3.00E-05,1.56E-05,8.84E-05,0,1.69E-05,3.39E-05,0,2.52E-05,8.00E-05,7.82E-06,5.13E-05,9.59E-05,1.34E-05,4.99E-05,4.72E-05
Clustering-based subsystems,NULL,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,0.000132045,0.000220673,0.000311858,0.00026469,0.000162071,0.000147874,0.000355619,0.000263289,0.000282574,0.000299738,0.000312388,0.000198895,0.000298452,0.000354898,0.000271061,0.0002074,0.000310499,0.00022992,0.000398761,0.000410388,0.00033986,0.000294728,0.000269617,0.000283275
Clustering-based subsystems,NULL,CBSS-291331.3.peg.3674,"S-adenosyl-L-methionine dependent methyltransferase, similar to cyclopropane-fatty-acyl-phospholipid synthase",0.000105636,0.000155769,9.53E-05,0.00020587,4.05E-05,3.70E-05,0.000148174,0.000185277,0.000169544,4.50E-05,0.000140574,4.42E-05,5.60E-05,0.000168999,9.04E-05,0.00016592,8.39E-05,9.00E-05,0.000218928,5.13E-05,0.000122001,0.000200951,5.99E-05,7.87E-05
Clustering-based subsystems,NULL,Cell_division-ribosomal_stress_proteins_cluster,S1 RNA binding domain protein,5.28E-05,2.60E-05,1.73E-05,0,8.10E-05,3.70E-05,1.48E-05,2.93E-05,0,3.00E-05,1.56E-05,2.21E-05,1.87E-05,6.76E-05,4.52E-05,4.15E-05,1.68E-05,1.00E-05,2.35E-05,1.28E-05,2.61E-05,2.68E-05,2.00E-05,5.51E-05
Clustering-based subsystems,NULL,ClpS__and_metallo-protease_cluster_in_Cyanos_,"SAM radical protein, elongator protein",7.92E-05,0,0,2.94E-05,0.000101295,0.000110906,1.48E-05,0,0,1.50E-05,0,2.21E-05,1.87E-05,1.69E-05,9.04E-05,4.15E-05,3.36E-05,0,0,0,0,0,0,3.93E-05
Clustering-based subsystems,NULL,KH_domain_RNA_binding_protein_YlqC,SSU ribosomal protein S16p,0.000264089,0.000272596,0.000242557,0.00020587,0.000324143,7.39E-05,0.000325984,0.000292543,0.000169544,0.000209816,0.000156194,0.000176796,0.000130573,0.000202799,0.000259767,0.00016592,0.000218189,0.000149948,0.000289298,0.00016672,0.000313717,0.000334919,0.000189731,0.000259669
Clustering-based subsystems,NULL,Cell_division-ribosomal_stress_proteins_cluster,SSU ribosomal protein S1p,0.001320446,0.001181251,0.00101354,0.000852891,0.001559936,0.000665434,0.001170578,0.000945889,0.001215067,0.001378794,0.001483842,0.001171271,0.001193807,0.001318191,0.001242362,0.0012444,0.000956673,0.000979657,0.001125915,0.00102597,0.000880151,0.00115212,0.001178327,0.000912775
Clustering-based subsystems,Cell Division,CBSS-393130.3.peg.794,SSU ribosomal protein S4p (S9e),0.000448952,0.000636058,0.000355172,0.000588201,0.000506473,0.000665434,0.000503793,0.000731358,0.000480375,0.00043462,0.00049982,0.000530387,0.000466331,0.000642196,0.000632475,0.00058072,0.000545471,0.000729745,0.00068024,0.000577108,0.000496719,0.00061625,0.000439376,0.000409175
Clustering-based subsystems,Biosynthesis of galactoglycans and related lipopolysacharides,CBSS-258594.1.peg.3339,STRUCTURAL ELEMENTS; Cell Exterior; surface polysaccharides/antigens,0.000132045,5.19E-05,9.53E-05,5.88E-05,6.08E-05,0.000110906,0.000103722,9.75E-05,5.65E-05,7.49E-05,4.69E-05,8.84E-05,0.000111919,0.000118299,5.65E-05,4.15E-05,7.55E-05,0.000139951,9.38E-05,0.000128246,7.84E-05,8.04E-05,3.00E-05,5.51E-05
Clustering-based subsystems,Methylamine utilization,Glutamate-mediated_methylamine_utilization_pathway,Sarcosine oxidase alpha subunit (EC 1.5.3.1),0.000290498,0.000246635,0.000268545,0.00017646,0.000162071,3.70E-05,0.000222262,0.000312046,0.000254316,0.00019483,0.000187433,0.000198895,0.000410371,0.000253498,0.000316238,0.00012444,0.000369242,0.000299895,0.000351848,0.000205194,0.000357289,0.000174158,0.000209702,0.000283275
Clustering-based subsystems,Sarcosine oxidase,Sarcosine_oxidase_subunits,Sarcosine oxidase delta subunit (EC 1.5.3.1),0,2.60E-05,1.73E-05,0,6.08E-05,0,4.45E-05,3.90E-05,8.48E-05,0,0,2.21E-05,1.87E-05,8.45E-05,3.39E-05,8.30E-05,8.39E-06,2.00E-05,5.47E-05,5.13E-05,4.36E-05,0,4.99E-05,0
Clustering-based subsystems,Biosynthesis of galactoglycans and related lipopolysacharides,CBSS-258594.1.peg.3339,"Secretion protein, HlyD family",0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,9.99E-06,7.87E-06
Clustering-based subsystems,NULL,Bacterial_Cell_Division,Septum formation protein Maf,0.000290498,0.000350481,0.000225231,0.00023528,0.000283625,3.70E-05,0.000237079,0.000253537,0.000367346,0.000254777,0.000140574,0.000331492,0.000242492,0.000202799,0.000124236,0.00070516,0.000318891,0.000189934,0.000336211,0.00016672,0.00013943,0.000334919,0.000179745,0.000259669
Clustering-based subsystems,NULL,Bacterial_Cell_Division,Septum site-determining protein MinC,0.000184862,0.000116827,5.20E-05,0.00011764,0.000101295,0.00025878,4.45E-05,1.95E-05,0.000113029,0.000164856,4.69E-05,6.63E-05,9.33E-05,1.69E-05,0.00013553,0.00012444,7.55E-05,6.00E-05,3.91E-05,2.56E-05,3.49E-05,9.38E-05,3.00E-05,0.000110162
Clustering-based subsystems,Hypothetical lipase related to Phosphatidate metabolism,CBSS-316407.3.peg.1371,Ser/Thr and Tyr protein phosphatase (dual specificity),2.64E-05,0,8.66E-06,0,2.03E-05,0,0,9.75E-06,2.83E-05,1.50E-05,1.56E-05,0,0,0,1.13E-05,0,8.39E-06,0,7.82E-06,0,2.61E-05,0,9.99E-06,3.93E-05
Clustering-based subsystems,NULL,CBSS-269801.1.peg.1715,Serine protease (EC 3.4.21.-),0,2.60E-05,2.60E-05,0,0,0,2.96E-05,0,0,1.50E-05,3.12E-05,0,1.87E-05,0,1.13E-05,0,8.39E-06,0,1.56E-05,0,3.49E-05,2.68E-05,3.99E-05,7.87E-06
Clustering-based subsystems,NULL,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,"Serine/threonine protein kinase PrkC, regulator of stationary phase",0.000633814,0.000480289,0.000363835,0.000647021,0.001316829,0.001589649,0.000429706,0.00047782,0.000593405,0.001079056,0.000312388,0.000773481,0.000484984,0.000540796,0.001253656,0.00074664,0.000704917,0.000619783,0.000320573,0.000833601,0.000392147,0.000348315,0.000459348,0.000952119
Clustering-based subsystems,Catabolism of an unknown compound,CBSS-262316.1.peg.2929,Short-chain dehydrogenase/reductase in hypothetical Actinobacterial gene cluster,7.92E-05,0.000142789,0.000155929,0.00017646,8.10E-05,0.000184843,0.000296349,0.000360803,0.000169544,0.000104908,0.000218671,0.000176796,0.000242492,0.000118299,0.000169413,0.00012444,9.23E-05,0.00019993,0.000117283,0.000192369,0.000165573,9.38E-05,0.000109844,0.000118031
Clustering-based subsystems,Proteasome related clusters,Proteasome_subunit_alpha_archaeal_cluster,Shwachman-Bodian-Diamond syndrome protein,0,0,0,0,0,3.70E-05,0,0,0,0,0,2.21E-05,0,3.38E-05,0,0,0,1.00E-05,7.82E-06,0,1.74E-05,4.02E-05,0,7.87E-06
Clustering-based subsystems,Putative asociate of RNA polymerase sigma-54 factor rpoN,CBSS-316057.3.peg.1308,Sigma-70 region 2:Sigma-70 region 4,0,1.30E-05,1.73E-05,0,2.03E-05,0,2.96E-05,1.95E-05,2.83E-05,0,0,2.21E-05,1.87E-05,0,2.26E-05,0,1.68E-05,3.00E-05,2.35E-05,5.13E-05,2.61E-05,4.02E-05,3.99E-05,3.15E-05
Clustering-based subsystems,Probably GTP or GMP signaling related,CBSS-176299.4.peg.1292,Signal peptidase I (EC 3.4.21.89),0.00023768,0.000441346,0.000372498,0.00038233,0.000486214,0.000480591,0.000400071,0.000487572,0.000395603,0.000449607,0.000343627,0.000309392,0.000522291,0.000591496,0.000271061,0.00045628,0.000302107,0.000439846,0.000414399,0.000577108,0.000427004,0.000294728,0.000449362,0.000291144
Clustering-based subsystems,NULL,Spore_Coat,Spore coat protein A,7.92E-05,3.89E-05,0.000147266,8.82E-05,8.10E-05,7.39E-05,1.48E-05,4.88E-05,5.65E-05,8.99E-05,7.81E-05,0.000176796,7.46E-05,3.38E-05,9.04E-05,0.00016592,7.55E-05,0.000109962,4.69E-05,0.000128246,5.23E-05,0.000133967,0.000129816,9.44E-05
Clustering-based subsystems,Carotenoid biosynthesis,CBSS-320388.3.peg.3759,Squalene--hopene cyclase (EC 5.4.99.17),0.000105636,0.000272596,0.000493776,0.00020587,0.000384919,0.000184843,0.000207444,0.000185277,0.000141287,0.000509554,0.000140574,0.000331492,0.000130573,0.000270398,0.000282355,0.00045628,0.000427985,0.000339881,0.000195471,0.000615582,0.000191716,0.000241141,0.000489305,0.000236062
Clustering-based subsystems,Clustering-based subsystems,Putative_diaminopropionate_ammonia-lyase_cluster,SsnA protein,0,1.30E-05,1.73E-05,0,0,0,0,9.75E-06,0,0,1.56E-05,0,1.87E-05,0,0,0,8.39E-06,0,0,2.56E-05,0,0,0,7.87E-06
Clustering-based subsystems,NULL,CBSS-83333.1.peg.946,"Succinyl-CoA synthetase, alpha subunit-related enzymes",0.000132045,9.09E-05,0.000103953,0.00014705,0.000162071,0.000147874,0.000103722,7.80E-05,0.000141287,0.000104908,7.81E-05,6.63E-05,0.000186532,0.000202799,7.91E-05,0.00012444,0.000109094,0.000129955,6.26E-05,0.000115422,0.000122001,0.000107174,0.000129816,7.87E-05
Clustering-based subsystems,NULL,USS-DB-1,"Sugar ABC transporter, periplasmic sugar-binding protein USSDB1B",5.28E-05,1.30E-05,2.60E-05,2.94E-05,0,0,1.48E-05,0,0,0,4.69E-05,4.42E-05,0,8.45E-05,0,0,8.39E-06,4.00E-05,0,0,1.74E-05,1.34E-05,9.99E-06,7.87E-06
Clustering-based subsystems,NULL,USS-DB-1,"Sugar ABC transporter, sugar permease protein 1 USSDB1C",5.28E-05,2.60E-05,1.73E-05,0,2.03E-05,3.70E-05,0,2.93E-05,0,0,0,0,1.87E-05,0,6.78E-05,0,8.39E-06,0,7.82E-06,0,0,0,0,2.36E-05
Clustering-based subsystems,NULL,USS-DB-1,"Sugar ABC transporter, sugar permease protein 2 USSDB1D",2.64E-05,5.19E-05,3.47E-05,0,0,7.39E-05,7.41E-05,3.90E-05,8.48E-05,1.50E-05,1.56E-05,0,0,1.69E-05,2.26E-05,0.00012444,1.68E-05,1.00E-05,1.56E-05,0,1.74E-05,2.68E-05,0,5.51E-05
Clustering-based subsystems,Sulfatases and sulfatase modifying factor 1 (and a hypothetical),Sulfatases_and_sulfatase_modifying_factor_1,Sulfatase,0.000211271,0.000233654,0.000303196,0.00038233,0.000263366,0.000221811,0.000429706,0.000312046,0.000452118,0.00023979,0.000171813,0.000220994,0.000242492,0.000506997,0.000225884,0.0002074,0.000260148,0.000239916,0.000250203,0.000192369,0.000575148,0.000415299,0.00035949,0.000204587
